#a,Org.,Pro.,Eco.,Descripción,f,g,h,Créditos Iniciales
,G01,170,22638,ACTIVIDADES AGENDA 21/ AGENDA 2030,,,,5000
,G01,170,22749,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFES.,,,,20000
,G01,170,22774,CONTROL  RETIRADA VERTIDOS INCONTROLADOS,,,,150000
,G01,170,22787,T.R.O.E.P. PROYECTO EDUCATIVO EFICIENCIA ENERGETICA,,,,30000
,G01,170,48003,PROGRAMA 50- 50 CENTROS EDUCATIVOS,,,,15000
,G01,170,48014,SUBVENCION A ENTIDADES CONSERVACION,,,,23026.22
,G01,171,22775,MEJORAS ZONAS VERDES Y ELEMENTOS VEGETALES-ESTUDIOS,,,,0
,G01,171,61902,"ACTUACION EN PARQUES, ZONAS DEP. WORK OUT, Y BIOSALUDABLES",,,,0
,G01,171,61903,FUENTES ORNAMENTALES,,,,0
,G01,171,61906,MEJORAS ZONAS VERDES Y ELEMENTOS VEGETALES (REPOSICION),,,,0
,G01,1623,46300,APORTACIÓN MANCOMUNIDAD GESTIÓN RESIDUOS,,,,250000
,G02,422,22663,PROMOCION DE LA INDUSTRIA,,,,15000
,G03,134,22664,ACTUACIONES EN MOVILIDAD,,,,40000
,G03,134,22665,ACTUACIONES SOSTENIBILIDAD,,,,40000
,H01,232,13000,RETRIBUCIONES BÁSICAS,,,,134225.37
,H01,232,13002,OTRAS REMUNERACIONES,,,,33809.58
,H01,232,14300,OTRO PERSONAL,,,,5778.69
,H01,232,15000,PRODUCTIVIDAD,,,,16727.9
,H01,232,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,782.61
,H01,232,16000,SEGURIDAD SOCIAL,,,,64447.09
,H01,232,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,368.34
,H01,232,16204,ACCIÓN SOCIAL,,,,1566.95
,H01,232,16205,SEGUROS,,,,275.38
,H01,232,22612,PUNTO MUNICIPAL SOLIDARIO,,,,2000
,H01,232,22614,DESARROLLO DEL PACTO DE ESTADO CONTRA LA VIOLENCIA DE GENERO,,,,25864
,H01,232,22624,PREVENCIÓN Y SENSIBILIZACIÓN,,,,52467.94
,H01,232,22625,CONCILIACIÓN Y CORRESPONSABILIDAD,,,,28010
,H01,232,22626,IGUALDAD DE OPORTUNIDADES,,,,8000
,H01,232,22754,PROGRAMAS Y ACTIVIDADES CONCEJALIA DE LA MUJER,,,,250000
,H01,232,22760,PLAN DE IGUALDAD,,,,50000
,H02,233,13000,RETRIBUCIONES BÁSICAS,,,,23979.46
,H02,233,13002,OTRAS REMUNERACIONES,,,,4704.98
,H02,233,14300,OTRO PERSONAL,,,,1155.74
,H02,233,15000,PRODUCTIVIDAD,,,,11133.46
,H02,233,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,156.52
,H02,233,16000,SEGURIDAD SOCIAL,,,,13823.63
,H02,233,16204,ACCIÓN SOCIAL,,,,313.39
,H02,233,16205,SEGUROS,,,,68.84
,H02,233,22611,ACTIVIDADES COLECTIVO MAYORES,,,,80000
,H02,233,22741,CENTRO DE OCIO MAYORES,,,,240000
,H03,235,22105,ADQUISICIONES BANCO ALIMENTOS,,,,60000
,H03,235,22646,ACTIVIDADES DIVERSIDAD,,,,50000
,I01,340,13000,RETRIBUCIONES BÁSICAS,,,,178207.41
,I01,340,13002,OTRAS REMUNERACIONES,,,,52794.98
,I01,340,14300,OTRO PERSONAL,,,,9245.9
,I01,340,15000,PRODUCTIVIDAD,,,,24567
,I01,340,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,8633.25
,I01,340,16000,SEGURIDAD SOCIAL,,,,91549.87
,I01,340,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,919.52
,I01,340,16204,ACCIÓN SOCIAL,,,,2507.12
,I01,340,16205,SEGUROS,,,,550.76
,I01,342,13000,RETRIBUCIONES BÁSICAS,,,,260821.83
,I01,342,13002,OTRAS REMUNERACIONES,,,,109182.08
,I01,342,14300,OTRO PERSONAL,,,,20803.28
,I01,342,15000,PRODUCTIVIDAD,,,,45151.82
,I01,342,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,2817.39
,I01,342,16000,SEGURIDAD SOCIAL,,,,148654.88
,I01,342,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,960.96
,I01,342,16204,ACCIÓN SOCIAL,,,,5641.03
,I01,342,16205,SEGUROS,,,,1032.67
,I01,342,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,10000
,I01,342,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,50000
,I01,342,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,,,,280000
,I01,342,22101,SUMINISTROS: AGUA,,,,120000
,I01,342,22102,SUMINISTROS: GAS,,,,60000
,I01,342,22104,VESTUARIO,,,,10000
,I01,342,22116,TROFEOS DEPORTIVOS,,,,15000
,I01,342,22119,MATERIAL TECNICO DEPORTIVO,,,,40000
,I01,342,22200,SERVICIOS DE TELECOMUNICACIONES,,,,9000
,I01,342,22201,POSTALES,,,,10000
,I01,342,22402,SEGUROS DEPORTIVOS,,,,60000
,I01,342,22640,CONSEJO SECTORIAL DEPORTES,,,,5000
,I01,342,22718,MANTENIMIENTO ASCENSORES,,,,5000
,I01,342,22719,MANTENIMIENTO CLIMATIZACION,,,,50000
,I01,342,22735,ARBITRAJES Y COORDINACION,,,,10000
,I01,342,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,,,,10000
,I01,342,48001,FOMENTO DEPORTE ESCOLAR,,,,15000
,I01,342,48004,FOMENTO DEPORTE,,,,20000
,I01,342,48016,CONVENIO CLUB BALONMANO DE PINTO,,,,25000
,I01,342,48017,CONVENIO CLUB VOLEIBOL PINTO,,,,25000
,I01,342,48020,CONVENIO PINTOBASKET E.C.B.,,,,25000
,I01,342,48904,PROGRAMAS DEPORTIVOS Y ACTIVIDADES,,,,135000
,I01,342,60901,ELEMENTOS EJERCICIO FISICO AL AIRE LIBRE,,,,0
,J01,154,12000,SUELDOS DEL GRUPO A1,,,,16071.47
,J01,154,12001,SUELDOS DEL GRUPO A2,,,,42397.01
,J01,154,12006,TRIENIOS,,,,17509.18
,J01,154,12100,COMPLEMENTO DE DESTINO,,,,40128.72
,J01,154,12101,COMPLEMENTO ESPECÍFICO,,,,81475.24
,J01,154,13000,RETRIBUCIONES BÁSICAS,,,,112461.81
,J01,154,13002,OTRAS REMUNERACIONES,,,,46428.2
,J01,154,14300,OTRO PERSONAL,,,,11557.38
,J01,154,15000,PRODUCTIVIDAD,,,,36490.58
,J01,154,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,1565.22
,J01,154,16000,SEGURIDAD SOCIAL,,,,126189.37
,J01,154,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,870.1
,J01,154,16204,ACCIÓN SOCIAL,,,,3133.9
,J01,154,16205,SEGUROS,,,,550.76
,J01,154,22101,SUMINISTROS: AGUA,,,,404000
,J01,154,22747,TRABAJOS  REALIZADOS POR OTRAS EMPRESAS,,,,20000
,J01,165,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,,,,710000
,J02,165,61905,RENOVACION ALUMBRADO PUBLICO EXTERIOR 2021,,,,0
,J02,342,60900,TRANSFORM. FUENTE PARQUE GABRIEL MARTIN EN ZONA PATINAJE,,,,0
,J02,342,61900,NUEVA CUBIERTA DEL FRONTON Y ROCODROMO,,,,0
,J02,342,63205,REDACCION PROYECTO Y ASIS. TECNICA REP. CUBIERTA PABELLON P.,,,,0
,J02,450,12000,SUELDOS DEL GRUPO A1,,,,32142.95
,J02,450,12001,SUELDOS DEL GRUPO A2,,,,14132.34
,J02,450,12003,SUELDOS DEL GRUPO C1,,,,10823.93
,J02,450,12006,TRIENIOS,,,,11718.41
,J02,450,12100,COMPLEMENTO DE DESTINO,,,,41197.35
,J02,450,12101,COMPLEMENTO ESPECÍFICO,,,,74149.04
,J02,450,13000,RETRIBUCIONES BÁSICAS,,,,94313.15
,J02,450,13002,OTRAS REMUNERACIONES,,,,42823.9
,J02,450,14300,OTRO PERSONAL,,,,10401.64
,J02,450,15000,PRODUCTIVIDAD,,,,35414.12
,J02,450,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,1408.7
,J02,450,15300,COMPLEMENTO DEDICACION ESPECIAL,,,,7905
,J02,450,16000,SEGURIDAD SOCIAL,,,,114978.51
,J02,450,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1150.1
,J02,450,16204,ACCIÓN SOCIAL,,,,2820.51
,J02,450,16205,SEGUROS,,,,550.76
,J02,450,21000,REPARACIONES Y OBRAS,,,,40000
,J02,450,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,100000
,J02,450,22118,UTILES,,,,1000
,J02,450,22632,GASTOS GENERALES,,,,9000
,J02,450,22700,CONTRATO GESTION SERVICIOS PUBLICOS- UTE,,,,5820812.28
,J02,450,22716,ENCOMIENDA CONTROL DE CALIDAD DE LA UTE,,,,57242.62
,J02,450,22718,MANTENIMIENTO ASCENSORES,,,,5000
,J02,450,22719,MANTENIMIENTO CLIMATIZACION,,,,57000
,J02,450,22750,CONTRATOS REALIZADOS OTRAS EMPRESAS MANT. DIVERSAS INSTALACI,,,,50000
,J02,450,22751,INSPECCIONES Y DOCUMENTACION TECNICA,,,,27000
,J02,450,22759,CONTRATO DIVERSOS MANTENIMIENTO CORRECTIVO,,,,70000
,J02,450,22761,"REDACCION PROYECTOS, D. OBRA, COORD.S.SALUD Y DEMAS",,,,0
,J02,450,22770,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,,,100000
,J02,450,61901,OBRAS CUBIERTA PABELLONP. ASTURIAS,,,,0
,J02,450,62505,MOBILIARIO URBANO,,,,100000
,J02,450,62506,INVERSIONES INVENTARIABLES SERVICIOS GENERALES,,,,100000
,J02,450,62507,"MOBILIARIO URBANO VIAS PUBLICAS, PARQUES Y ZONAS AJARDINADAS",,,,0
,J02,920,63200,ADAPTACION SALON PLENOS A LAS NUEVAS TECNOLOGIAS,,,,0
,J02,933,63201,REFORMA SEDE P. CIVIL-PIMER EN PARCELA PARQUE J. CARLOS I,,,,0
,J02,933,63216,OBRAS DE ACONDICIONAMIENTO PATIO CONVENTO SAGRADA FAMULIA PI,,,,0
,J02,1532,60902,CONSTRUCCION PUENTE SOBRE EL ARROYO CULEBRO,,,,0
,J02,1532,60910,REFORMA PLAZA SAGRADA FAMILIA,,,,0
,J02,1532,60911,MEJORA PAVIMENTACION CALLES ENTORNO PLAZA DE LA CONSTITUCIO,,,,0
,J02,1532,60912,REMODELACION VIAS ENTORNO CALLE EGIDO DE LA FUENTE,,,,0
,J02,1532,60913,CONSTRUCCION ROTONDA CALLE NICARAGUA,,,,0
,J02,1532,60914,REMODELACION INTERBLOQUES C/ F.G. LORCA,,,,0
,J02,1532,61000,OPERACION ASFALTO 2021,,,,0
,J02,1532,61002,A.T.PUENTE SOBRE EL FERROCARRIL TENERIA II,,,,0
,J02,4411,45320,APORTACION AL CONSORCIO DE TRANSPORTES,,,,150000
,K01,132,12001,SUELDOS DEL GRUPO A2,,,,56529.35
,K01,132,12003,SUELDOS DEL GRUPO C1,,,,935082.69
,K01,132,12006,TRIENIOS,,,,185359.05
,K01,132,12100,COMPLEMENTO DE DESTINO,,,,499294.49
,K01,132,12101,COMPLEMENTO ESPECÍFICO,,,,1629120.36
,K01,132,15000,PRODUCTIVIDAD,,,,369730.62
,K01,132,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,172302.97
,K01,132,15300,COMPLEMENTO DEDICACION ESPECIAL,,,,45546.35
,K01,132,16000,SEGURIDAD SOCIAL,,,,1285652.65
,K01,132,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,8522.08
,K01,132,16204,ACCIÓN SOCIAL,,,,33532.76
,K01,132,16205,SEGUROS,,,,5438.71
,K01,132,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,,,,42210
,K01,132,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,5000
,K01,132,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,5000
,K01,132,21300,REPARACIONES MANTENIMIENTO Y CONSERVACION MAQUINARIA,,,,5000
,K01,132,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,,,,30000
,K01,132,22101,SUMINISTROS: AGUA,,,,1000
,K01,132,22103,COMBUSTIBLES Y CARBURANTES,,,,35000
,K01,132,22104,VESTUARIO,,,,85000
,K01,132,22115,UTILES SEGURIDAD VIAL- KART,,,,10000
,K01,132,22118,"UTILES (BALIZAS, CINTAS, MATERIAL VARIOS POLICIA, BALAS)",,,,30000
,K01,132,22200,SERVICIOS DE TELECOMUNICACIONES,,,,10000
,K01,132,22201,POSTALES,,,,10000
,K01,132,22715,CONTRATOS SERVICIO RETIRADA VEHICULOS VIA PUBLICA,,,,12000
,K01,132,22719,MANTENIMIENTO CLIMATIZACION,,,,5000
,K01,132,22720,MANTENIMIENTO SISTEMA DE ALARMAS,,,,30000
,K01,132,22791,CONTRATO SUMINISTRO AGUA POTABLE,,,,10000
,K01,132,62400,ADQUISICION VEHICULOS POLICIA LOCAL,,,,0
,K01,132,62900,INVERSION EQUIPOS VIGILANCIA,,,,0
,K01,135,13000,RETRIBUCIONES BÁSICAS,,,,210588
,K01,135,13002,OTRAS REMUNERACIONES,,,,15765.12
,K01,135,14300,OTRO PERSONAL,,,,15024.59
,K01,135,15000,PRODUCTIVIDAD,,,,145344.64
,K01,135,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,55000
,K01,135,16000,SEGURIDAD SOCIAL,,,,148790.48
,K01,135,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,195.72
,K01,135,16204,ACCIÓN SOCIAL,,,,4074.07
,K01,135,16205,SEGUROS,,,,826.13
,K01,135,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,,,,70000
,K01,135,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,,,,4000
,K01,135,22104,VESTUARIO,,,,25000
,K01,135,22111,"SUMINISTROS DE REPUESTOS MAQUINARIA, UTILLAJE Y ELEM.TPTE",,,,10000
,K01,135,22118,"UTILES  (MATERIALES VARIOS PARA PC, MUÑECOS ENTRENAMIENTO RE",,,,30000
,K01,135,22502,TASA SERVICIO PREVENCON Y EXTINCION DE INCENDIOS,,,,1626000
,K01,135,62400,ADQUISICION VEHICULOS PIMER,,,,0
,L01,4310,22753,PROMOCIÓN DEL COMERCIO Y PYMES,,,,120000
,M01,311,12000,SUELDOS DEL GRUPO A1,,,,16071.47
,M01,311,12006,TRIENIOS,,,,3271.58
,M01,311,12100,COMPLEMENTO DE DESTINO,,,,12200.06
,M01,311,12101,COMPLEMENTO ESPECÍFICO,,,,8563.1
,M01,311,13000,RETRIBUCIONES BÁSICAS,,,,37693.85
,M01,311,13002,OTRAS REMUNERACIONES,,,,8563.24
,M01,311,14300,OTRO PERSONAL,,,,2311.48
,M01,311,15000,PRODUCTIVIDAD,,,,7919.38
,M01,311,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,313.04
,M01,311,16000,SEGURIDAD SOCIAL,,,,31502.31
,M01,311,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,658.28
,M01,311,16204,ACCIÓN SOCIAL,,,,626.78
,M01,311,16205,SEGUROS,,,,137.69
,M01,311,22130,ADQUISICIONES EPIS,,,,50000
,M01,311,22605,ACTIVIDADES RED CIUDADES SALUDABLES,,,,0
,M01,311,22700,LIMPIEZA Y ASEO (CONTROL VECTORIAL),,,,35000
,M01,311,22739,T.R.O.E.P. CONTROL E INSPECCIÓN DE AGUAS,,,,20000
,M01,311,22744,PROGRAMAS DE SALUD PUBLICA,,,,30000
,M01,493,13000,RETRIBUCIONES BÁSICAS,,,,56397.36
,M01,493,13002,OTRAS REMUNERACIONES,,,,21056.14
,M01,493,14300,OTRO PERSONAL,,,,3467.21
,M01,493,15000,PRODUCTIVIDAD,,,,8647.52
,M01,493,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,469.57
,M01,493,16000,SEGURIDAD SOCIAL,,,,30598.34
,M01,493,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,771.26
,M01,493,16204,ACCIÓN SOCIAL,,,,940.17
,M01,493,16205,SEGUROS,,,,137.69
,M01,493,22608,ACTIVIDADES OMIC,,,,10000
,M02,927,22668,ACTIVIDADES DE COOPERACION AL DESARROLLO,,,,10000
,M02,927,48021,CONVENIO ASOCIACION PINTO CON EL SAHARA,,,,10000
,M02,927,48022,CONVENIO ONG MEDICUS MUNDI NAM,,,,10000
,M02,927,48023,CONVENIO ASOC. FUNDACION VICENTE FERRER,,,,10000
,M03,173,22647,SENSIBILIZACION PROTECCION ANIMAL,,,,20000
,M03,173,22714,RETIRADA ANIMALES ABANDONADOS,,,,54450
,M03,173,22756,CONTROL COLONIAS FELINAS,,,,15000
,M03,173,22757,CONTROL COTORRAS Y PALOMAS,,,,30000
,N01,932,12000,SUELDOS DEL GRUPO A1,,,,16071.47
,N01,932,12001,SUELDOS DEL GRUPO A2,,,,28264.67
,N01,932,12003,SUELDOS DEL GRUPO C1,,,,21647.85
,N01,932,12004,SUELDOS DEL GRUPO C2,,,,9174.59
,N01,932,12006,TRIENIOS,,,,11443.24
,N01,932,12100,COMPLEMENTO DE DESTINO,,,,47365.89
,N01,932,12101,COMPLEMENTO ESPECÍFICO,,,,51418.08
,N01,932,13000,RETRIBUCIONES BÁSICAS,,,,128848.94
,N01,932,13002,OTRAS REMUNERACIONES,,,,43615.88
,N01,932,14300,OTRO PERSONAL,,,,15024.59
,N01,932,15000,PRODUCTIVIDAD,,,,34310.22
,N01,932,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,2034.78
,N01,932,16000,SEGURIDAD SOCIAL,,,,136624.5
,N01,932,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1966.86
,N01,932,16204,ACCIÓN SOCIAL,,,,4074.07
,N01,932,16205,SEGUROS,,,,757.29
,N01,932,22780,CONTRATO  SERVICIO COLABORACION BANCARIA,,,,50336
,N01,932,22781,CONVENIO COLABORACION RECAUDACION EJECUTIVA,,,,100000
,N02,933,13000,RETRIBUCIONES BÁSICAS,,,,56775.41
,N02,933,13002,OTRAS REMUNERACIONES,,,,42037.24
,N02,933,14300,OTRO PERSONAL,,,,2311.48
,N02,933,15000,PRODUCTIVIDAD,,,,10115.98
,N02,933,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,313.04
,N02,933,16000,SEGURIDAD SOCIAL,,,,26575.56
,N02,933,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,368.34
,N02,933,16204,ACCIÓN SOCIAL,,,,626.78
,N02,933,16205,SEGUROS,,,,137.69
,N02,933,22400,SEGUROS DE RESPONSABILIDAD CIVIL Y REPONSABIL. AUTORIDADES,,,,150000
,N02,933,22403,SEGUROS INMUEBLES MUNICIPALES,,,,90000
,N02,933,22404,SEGUROS ELEMENTOS DE TRANSPORTE,,,,36000
,N02,933,22661,GASTOS PLAZAS GARAJE.,,,,28900
,N02,1522,22627,GASTOS MANTENIMIENTO VIVIENDAS MPALES,,,,40000
,N02,1522,22667,ACTIVIDADES VIVIENDA,,,,10000
,N03,494,13000,RETRIBUCIONES BÁSICAS,,,,71414.92
,N03,494,13002,OTRAS REMUNERACIONES,,,,33885.88
,N03,494,14300,OTRO PERSONAL,,,,3467.21
,N03,494,15000,PRODUCTIVIDAD,,,,9920.68
,N03,494,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,469.57
,N03,494,16000,SEGURIDAD SOCIAL,,,,39594.69
,N03,494,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,790.16
,N03,494,16204,ACCIÓN SOCIAL,,,,940.17
,N03,494,16205,SEGUROS,,,,206.53
,N03,494,22645,ACTIVIDADES INNOVACION Y TRANSPARENCIA,,,,20000
,N03,494,22752,"CONTRATOS TRANSPARENCIA Y B. GOBIERNO (QUEJAS, INNOVACION)",,,,100000
