#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
F01,334,13000,RETRIBUCIONES BÁSICAS,176944.47,0,176944.47,224130.3
F01,334,13002,OTRAS REMUNERACIONES,44638.16,0,44638.16,46869.18
F01,334,14300,OTRO PERSONAL,10401.64,0,10401.64,22039.22
F01,334,15000,PRODUCTIVIDAD,38286.56,0,38286.56,39223.27
F01,334,15200,OTROS INCENTIVOS AL RENDIMIENTO,3424.7,0,3424.7,5498.64
F01,334,15300,COMPLEMENTO DEDICACION ESPECIAL,15146.76,0,15146.76,7992.07
F01,334,16000,SEGURIDAD SOCIAL,110538.55,0,110538.55,117342.89
F01,334,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1883.98,0,1883.98,1583.27
F01,334,16204,ACCIÓN SOCIAL,2820.51,0,2820.51,5824.95
F01,334,16205,SEGUROS,619.6,0,619.6,952.47
F01,334,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,10000,0,10000,10000
F01,334,20900,CÁNONES.,15000,0,15000,14741.29
F01,334,21200,REP. MANT. Y CONSERVACION EDIFICIOS,15000,0,15000,13923.65
F01,334,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,150000,0,150000,130196.69
F01,334,22101,SUMINISTROS: AGUA,15000,0,15000,13630.04
F01,334,22102,SUMINISTROS: GAS,10000,0,10000,14060.37
F01,334,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,12034.8
F01,334,22201,POSTALES,10000,0,10000,7008.89
F01,334,22618,PROMOCION CULTURAL,80000,0,80000,79547.88
F01,334,22620,PROMOCION BANDA MPAL Y CORO,56000,0,56000,25322.8
F01,334,22630,CULTURA VECINAL Y CULTURA ABIERTA,30000,0,30000,28867.79
F01,334,22636,CULTURA DE VERANO,50000,0,50000,38082.47
F01,334,22643,ACELERADORA DE LA  MUSICA,10000,0,10000,7895.25
F01,334,22644,CONSEJO DE CULTURA,5000,0,5000,0
F01,334,22719,MANTENIMIENTO CLIMATIZACION,40000,0,40000,34466.69
F01,334,22723,CONTRATO ILUMINACION Y SONIDO TEATRO,95000,0,95000,75614.11
F01,334,22748,PROGRAMACION TEATRO MPAL,220000,0,220000,215805.96
F01,334,22758,T.R.O.E.P.: CONTRATO SONIDO ACTUACIONES CALLE,35000,0,35000,34446.28
F01,334,22765,CONTRATO VENTA DE ENTRADAS DE EVENTOS,19091.92,0,19091.92,6191.33
F01,334,62900,INVERSION ELEMENTOS CABALGATA,50000,0,50000,49960.9
F01,338,22401,SEGUROS SUSPENSION DE ACTUACIONES,10000,0,10000,10000
F01,338,22619,FIESTAS CARNAVALES Y NAVIDAD,100000,0,100000,125668.28
F01,338,22623,FIESTAS PATRONALES,260000,0,260000,177690.41
F01,338,22730,CONTRATO ILUMINACION FIESTAS,80000,0,80000,81085.95
F01,338,22732,CONTRATO FUEGOS ARTIFICIALES,45000,0,45000,10890
F01,339,22628,CONCURSO CERTAMENES,80000,0,80000,48550
F01,339,22629,FESTIVAL  TEATRO DE CALLE,80000,0,80000,60980.52
F01,339,22631,MURALISMO CULTURAL JUVENIL,40000,0,40000,0
F01,339,22633,FESTIVAL FLAMENCO,35000,0,35000,57299.55
F01,339,22634,CINE DE VERANO,36000,0,36000,19226.9
F01,339,22666,FESTIVAL CELESTE,50000,0,50000,49986.12
F01,3321,12003,SUELDOS DEL GRUPO C1,10823.93,0,10823.93,7176.49
F01,3321,12006,TRIENIOS,4128.8,0,4128.8,2096.36
F01,3321,12100,COMPLEMENTO DE DESTINO,6740.79,0,6740.79,3218.32
F01,3321,12101,COMPLEMENTO ESPECÍFICO,5999.56,0,5999.56,2864.5
F01,3321,13000,RETRIBUCIONES BÁSICAS,185450.25,0,185450.25,144357.59
F01,3321,13002,OTRAS REMUNERACIONES,49212.66,0,49212.66,32727.16
F01,3321,14300,OTRO PERSONAL,11557.38,0,11557.38,21791.77
F01,3321,15000,PRODUCTIVIDAD,28904.96,0,28904.96,19496.44
F01,3321,15200,OTROS INCENTIVOS AL RENDIMIENTO,4048.82,0,4048.82,6421.45
F01,3321,16000,SEGURIDAD SOCIAL,105844.37,0,105844.37,66513.72
F01,3321,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1137.5,0,1137.5,663.2
F01,3321,16204,ACCIÓN SOCIAL,9157.88,0,9157.88,7729.61
F01,3321,16205,SEGUROS,688.44,0,688.44,435.01
F01,3321,21200,REP. MANT. Y CONSERVACION EDIFICIOS,10000,0,10000,4993.23
F01,3321,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",5000,0,5000,1419.6
F01,3321,22613,ANIMACION A LA LECTURA,50000,0,50000,25478.93
F01,3321,62501,ADQUISICION FONDOS BIBLIOGRAFICOS,40000,0,40000,38221.98
F02,432,22652,FOMENTO DEL TURISMO,50000,0,50000,43334.21
F02,432,22755,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,71700,0,71700,61223.54
F02,432,22784,FESTIVAL RENACENTISTA,32000,0,32000,3999
G01,170,12004,SUELDOS DEL GRUPO C2,9174.59,0,9174.59,19534.01
G01,170,12006,TRIENIOS,1374.46,0,1374.46,233.32
G01,170,12100,COMPLEMENTO DE DESTINO,5708.03,0,5708.03,977.07
G01,170,12101,COMPLEMENTO ESPECÍFICO,1313.62,0,1313.62,224.86
G01,170,13000,RETRIBUCIONES BÁSICAS,52177.25,0,52177.25,47434.94
G01,170,13002,OTRAS REMUNERACIONES,15724.8,0,15724.8,9611.57
G01,170,14300,OTRO PERSONAL,3467.21,0,3467.21,29435.63
G01,170,15000,PRODUCTIVIDAD,18501.56,0,18501.56,6327.68
G01,170,15200,OTROS INCENTIVOS AL RENDIMIENTO,469.57,0,469.57,0
G01,170,16000,SEGURIDAD SOCIAL,35590.31,0,35590.31,22365.3
G01,170,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,691.04,0,691.04,542.19
G01,170,16204,ACCIÓN SOCIAL,940.17,0,940.17,1111
G01,170,16205,SEGUROS,206.53,0,206.53,131.05
G01,170,22635,ACTIVIDADES MEDIO AMBIENTE,40000,0,40000,4714.4
G01,170,22638,ACTIVIDADES AGENDA 21/ AGENDA 2030,5000,0,5000,1820.43
G01,170,22749,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFES.,20000,0,20000,7499.1
G01,170,22774,CONTROL  RETIRADA VERTIDOS INCONTROLADOS,150000,0,150000,42399.01
G01,170,22787,T.R.O.E.P. PROYECTO EDUCATIVO EFICIENCIA ENERGETICA,30000,0,30000,0
G01,170,48003,PROGRAMA 50- 50 CENTROS EDUCATIVOS,15000,0,15000,7706.45
G01,170,48014,SUBVENCION A ENTIDADES CONSERVACION,23026.22,0,23026.22,0
G01,171,22775,MEJORAS ZONAS VERDES Y ELEMENTOS VEGETALES-ESTUDIOS,0,63000,63000,0
G01,171,61902,"ACTUACION EN PARQUES, ZONAS DEP. WORK OUT, Y BIOSALUDABLES",0,500000,500000,10587.5
G01,171,61903,FUENTES ORNAMENTALES,0,250000,250000,0
G01,171,61906,MEJORAS ZONAS VERDES Y ELEMENTOS VEGETALES (REPOSICION),0,237000,237000,17243.06
G01,1623,46300,APORTACIÓN MANCOMUNIDAD GESTIÓN RESIDUOS,250000,0,250000,222388.48
G02,422,22663,PROMOCION DE LA INDUSTRIA,15000,0,15000,14399
G03,134,22664,ACTUACIONES EN MOVILIDAD,40000,0,40000,32291.16
G03,134,22665,ACTUACIONES SOSTENIBILIDAD,40000,0,40000,1813.79
H01,232,13000,RETRIBUCIONES BÁSICAS,134225.37,0,134225.37,115451.77
H01,232,13002,OTRAS REMUNERACIONES,33809.58,0,33809.58,27718.5
H01,232,14300,OTRO PERSONAL,5778.69,0,5778.69,4353.97
H01,232,15000,PRODUCTIVIDAD,16727.9,0,16727.9,13308.69
H01,232,15200,OTROS INCENTIVOS AL RENDIMIENTO,782.61,0,782.61,1117.4
H01,232,16000,SEGURIDAD SOCIAL,64447.09,0,64447.09,54220.74
H01,232,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,368.34,0,368.34,0
H01,232,16204,ACCIÓN SOCIAL,1566.95,0,1566.95,1043.55
H01,232,16205,SEGUROS,275.38,0,275.38,214.33
H01,232,22612,PUNTO MUNICIPAL SOLIDARIO,2000,0,2000,0
H01,232,22614,DESARROLLO DEL PACTO DE ESTADO CONTRA LA VIOLENCIA DE GENERO,25864,0,25864,14826.58
H01,232,22624,PREVENCIÓN Y SENSIBILIZACIÓN,52467.94,0,52467.94,29123.51
H01,232,22625,CONCILIACIÓN Y CORRESPONSABILIDAD,28010,0,28010,18364.26
H01,232,22626,IGUALDAD DE OPORTUNIDADES,8000,0,8000,4612
H01,232,22754,PROGRAMAS Y ACTIVIDADES CONCEJALIA DE LA MUJER,250000,0,250000,21862.26
H01,232,22760,PLAN DE IGUALDAD,50000,0,50000,0
H02,233,13000,RETRIBUCIONES BÁSICAS,23979.46,0,23979.46,18839.2
H02,233,13002,OTRAS REMUNERACIONES,4704.98,0,4704.98,3612.37
H02,233,14300,OTRO PERSONAL,1155.74,0,1155.74,6336.42
H02,233,15000,PRODUCTIVIDAD,11133.46,0,11133.46,8245.98
H02,233,15200,OTROS INCENTIVOS AL RENDIMIENTO,156.52,0,156.52,0
H02,233,16000,SEGURIDAD SOCIAL,13823.63,0,13823.63,8686.9
H02,233,16204,ACCIÓN SOCIAL,313.39,0,313.39,166.55
H02,233,16205,SEGUROS,68.84,0,68.84,43.22
H02,233,22611,ACTIVIDADES COLECTIVO MAYORES,80000,0,80000,37065.39
H02,233,22741,CENTRO DE OCIO MAYORES,240000,0,240000,26064.28
H03,235,22105,ADQUISICIONES BANCO ALIMENTOS,60000,0,60000,59999.96
H03,235,22646,ACTIVIDADES DIVERSIDAD,50000,0,50000,18484.17
I01,340,13000,RETRIBUCIONES BÁSICAS,178207.41,0,178207.41,233485.05
I01,340,13002,OTRAS REMUNERACIONES,52794.98,0,52794.98,65855.17
I01,340,14300,OTRO PERSONAL,9245.9,0,9245.9,14933.24
I01,340,15000,PRODUCTIVIDAD,24567,0,24567,29631.66
I01,340,15200,OTROS INCENTIVOS AL RENDIMIENTO,8633.25,0,8633.25,20781.81
I01,340,16000,SEGURIDAD SOCIAL,91549.87,0,91549.87,128474.02
I01,340,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,919.52,0,919.52,995.61
I01,340,16204,ACCIÓN SOCIAL,2507.12,0,2507.12,3574.91
I01,340,16205,SEGUROS,550.76,0,550.76,1309.74
I01,342,13000,RETRIBUCIONES BÁSICAS,260821.83,0,260821.83,172704.48
I01,342,13002,OTRAS REMUNERACIONES,109182.08,0,109182.08,69981.98
I01,342,14300,OTRO PERSONAL,20803.28,0,20803.28,8970.17
I01,342,15000,PRODUCTIVIDAD,45151.82,0,45151.82,28166.92
I01,342,15200,OTROS INCENTIVOS AL RENDIMIENTO,2817.39,0,2817.39,18142.31
I01,342,16000,SEGURIDAD SOCIAL,148654.88,0,148654.88,93416.3
I01,342,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,960.96,0,960.96,737.57
I01,342,16204,ACCIÓN SOCIAL,5641.03,0,5641.03,758.31
I01,342,16205,SEGUROS,1032.67,0,1032.67,653.89
I01,342,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,10000,0,10000,9764.55
I01,342,21200,REP. MANT. Y CONSERVACION EDIFICIOS,50000,0,50000,44439.85
I01,342,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,280000,0,280000,345681.55
I01,342,22101,SUMINISTROS: AGUA,120000,0,120000,74235.51
I01,342,22102,SUMINISTROS: GAS,60000,0,60000,50773.15
I01,342,22104,VESTUARIO,10000,0,10000,0
I01,342,22116,TROFEOS DEPORTIVOS,15000,0,15000,1787.9
I01,342,22119,MATERIAL TECNICO DEPORTIVO,40000,0,40000,23916.33
I01,342,22200,SERVICIOS DE TELECOMUNICACIONES,9000,0,9000,10998.78
I01,342,22201,POSTALES,10000,0,10000,7008.89
I01,342,22402,SEGUROS DEPORTIVOS,60000,0,60000,58661.09
I01,342,22640,CONSEJO SECTORIAL DEPORTES,5000,0,5000,0
I01,342,22718,MANTENIMIENTO ASCENSORES,5000,0,5000,1934.82
I01,342,22719,MANTENIMIENTO CLIMATIZACION,50000,0,50000,46664.75
I01,342,22735,ARBITRAJES Y COORDINACION,10000,0,10000,0
I01,342,22799,OTROS TRABAJOS REAQLIZADO POR OTRAS EMPRESAS Y PROFES.,10000,0,10000,6137.12
I01,342,48001,FOMENTO DEPORTE ESCOLAR,15000,0,15000,0
I01,342,48004,FOMENTO DEPORTE,20000,0,20000,1811.37
I01,342,48016,CONVENIO CLUB BALONMANO DE PINTO,25000,0,25000,17500
I01,342,48017,CONVENIO CLUB VOLEIBOL PINTO,25000,0,25000,17500
I01,342,48020,CONVENIO PINTOBASKET E.C.B.,25000,0,25000,17500
I01,342,48904,PROGRAMAS DEPORTIVOS Y ACTIVIDADES,135000,57097.65,192097.65,66777.25
I01,342,60901,ELEMENTOS EJERCICIO FISICO AL AIRE LIBRE,0,93148.22,93148.22,89604.02
J01,154,12000,SUELDOS DEL GRUPO A1,16071.47,0,16071.47,12655.46
J01,154,12001,SUELDOS DEL GRUPO A2,42397.01,0,42397.01,33809.26
J01,154,12006,TRIENIOS,17509.18,0,17509.18,12278.5
J01,154,12100,COMPLEMENTO DE DESTINO,40128.72,0,40128.72,38955.96
J01,154,12101,COMPLEMENTO ESPECÍFICO,81475.24,0,81475.24,63698.77
J01,154,13000,RETRIBUCIONES BÁSICAS,112461.81,0,112461.81,94592.23
J01,154,13002,OTRAS REMUNERACIONES,46428.2,0,46428.2,37642.89
J01,154,14300,OTRO PERSONAL,11557.38,0,11557.38,0
J01,154,15000,PRODUCTIVIDAD,36490.58,0,36490.58,32078.11
J01,154,15200,OTROS INCENTIVOS AL RENDIMIENTO,1565.22,0,1565.22,6776.33
J01,154,16000,SEGURIDAD SOCIAL,126189.37,0,126189.37,98134.46
J01,154,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,870.1,0,870.1,682.68
J01,154,16204,ACCIÓN SOCIAL,3133.9,0,3133.9,4688.51
J01,154,16205,SEGUROS,550.76,0,550.76,348.56
J01,154,22101,SUMINISTROS: AGUA,404000,0,404000,332989.85
J01,154,22747,TRABAJOS  REALIZADOS POR OTRAS EMPRESAS,20000,0,20000,14774.1
J01,165,22100,SUMINISTROS. ENERGÍA ELÉCTRICA,710000,0,710000,648434
J02,165,61905,RENOVACION ALUMBRADO PUBLICO EXTERIOR 2021,0,1270000,1270000,0
J02,342,60900,TRANSFORM. FUENTE PARQUE GABRIEL MARTIN EN ZONA PATINAJE,0,100000,100000,0
J02,342,61900,NUEVA CUBIERTA DEL FRONTON Y ROCODROMO,0,60500,60500,0
J02,342,63205,REDACCION PROYECTO Y ASIS. TECNICA REP. CUBIERTA PABELLON P.,0,6986.9,6986.9,0
J02,450,12000,SUELDOS DEL GRUPO A1,32142.95,0,32142.95,55286.67
J02,450,12001,SUELDOS DEL GRUPO A2,14132.34,0,14132.34,24529.42
J02,450,12003,SUELDOS DEL GRUPO C1,10823.93,0,10823.93,12836.09
J02,450,12006,TRIENIOS,11718.41,0,11718.41,16181.57
J02,450,12100,COMPLEMENTO DE DESTINO,41197.35,0,41197.35,56615.74
J02,450,12101,COMPLEMENTO ESPECÍFICO,74149.04,0,74149.04,112619.43
J02,450,13000,RETRIBUCIONES BÁSICAS,94313.15,0,94313.15,109974.87
J02,450,13002,OTRAS REMUNERACIONES,42823.9,0,42823.9,39002.83
J02,450,14300,OTRO PERSONAL,10401.64,0,10401.64,37449.55
J02,450,15000,PRODUCTIVIDAD,35414.12,0,35414.12,42318.54
J02,450,15200,OTROS INCENTIVOS AL RENDIMIENTO,1408.7,0,1408.7,2574.65
J02,450,15300,COMPLEMENTO DEDICACION ESPECIAL,7905,0,7905,2525.21
J02,450,16000,SEGURIDAD SOCIAL,114978.51,0,114978.51,159949.23
J02,450,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1150.1,0,1150.1,1452.99
J02,450,16204,ACCIÓN SOCIAL,2820.51,0,2820.51,4404.9
J02,450,16205,SEGUROS,550.76,0,550.76,1550.05
J02,450,21000,REPARACIONES Y OBRAS,40000,0,40000,26300.56
J02,450,21200,REP. MANT. Y CONSERVACION EDIFICIOS,100000,0,100000,1849.09
J02,450,22118,UTILES,1000,0,1000,0
J02,450,22632,GASTOS GENERALES,9000,0,9000,3316.03
J02,450,22700,CONTRATO GESTION SERVICIOS PUBLICOS- UTE,5820812.28,0,5820812.28,5767405.4
J02,450,22716,ENCOMIENDA CONTROL DE CALIDAD DE LA UTE,57242.62,0,57242.62,57242.64
J02,450,22718,MANTENIMIENTO ASCENSORES,5000,0,5000,1021.27
J02,450,22719,MANTENIMIENTO CLIMATIZACION,57000,0,57000,18616.26
J02,450,22750,CONTRATOS REALIZADOS OTRAS EMPRESAS MANT. DIVERSAS INSTALACI,50000,0,50000,0
J02,450,22751,INSPECCIONES Y DOCUMENTACION TECNICA,27000,0,27000,8136.83
J02,450,22759,CONTRATO DIVERSOS MANTENIMIENTO CORRECTIVO,70000,0,70000,757.76
J02,450,22761,"REDACCION PROYECTOS, D. OBRA, COORD.S.SALUD Y DEMAS",0,1150000,1150000,57565.1
J02,450,22770,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,100000,0,100000,690.99
J02,450,60903,CONSTRUCCION PUENTE S/FERROCARRIL TENERIA II,0,1599536.79,1599536.79,0
J02,450,61901,OBRAS CUBIERTA PABELLONP. ASTURIAS,0,476583.3,476583.3,0
J02,450,62505,MOBILIARIO URBANO,100000,0,100000,26426.32
J02,450,62506,INVERSIONES INVENTARIABLES SERVICIOS GENERALES,100000,0,100000,24693.79
J02,450,62507,"MOBILIARIO URBANO VIAS PUBLICAS, PARQUES Y ZONAS AJARDINADAS",0,250000,250000,6534
J02,920,63200,ADAPTACION SALON PLENOS A LAS NUEVAS TECNOLOGIAS,0,100000,100000,0
J02,933,63201,REFORMA SEDE P. CIVIL-PIMER EN PARCELA PARQUE J. CARLOS I,0,70000,70000,0
J02,933,63216,OBRAS DE ACONDICIONAMIENTO PATIO CONVENTO SAGRADA FAMULIA PI,0,45884.74,45884.74,45884.74
J02,1532,60902,CONSTRUCCION PUENTE SOBRE EL ARROYO CULEBRO,0,38831.19,38831.19,0
J02,1532,60910,REFORMA PLAZA SAGRADA FAMILIA,0,48000,48000,0
J02,1532,60911,MEJORA PAVIMENTACION CALLES ENTORNO PLAZA DE LA CONSTITUCIO,0,190150,190150,0
J02,1532,60912,REMODELACION VIAS ENTORNO CALLE EGIDO DE LA FUENTE,0,858000,858000,0
J02,1532,60913,CONSTRUCCION ROTONDA CALLE NICARAGUA,0,339893.51,339893.51,0
J02,1532,60914,REMODELACION INTERBLOQUES C/ F.G. LORCA,0,250000,250000,0
J02,1532,61000,OPERACION ASFALTO 2021,0,2000000,2000000,0
J02,1532,61002,A.T.PUENTE SOBRE EL FERROCARRIL TENERIA II,0,32696.14,32696.14,0
J02,4411,45320,APORTACION AL CONSORCIO DE TRANSPORTES,150000,0,150000,32978.82
K01,132,12001,SUELDOS DEL GRUPO A2,56529.35,0,56529.35,27056.18
K01,132,12003,SUELDOS DEL GRUPO C1,935082.69,0,935082.69,981162.45
K01,132,12006,TRIENIOS,185359.05,0,185359.05,128853.58
K01,132,12100,COMPLEMENTO DE DESTINO,499294.49,0,499294.49,397499.16
K01,132,12101,COMPLEMENTO ESPECÍFICO,1629120.36,0,1629120.36,1225387.53
K01,132,15000,PRODUCTIVIDAD,369730.62,0,369730.62,304162.14
K01,132,15200,OTROS INCENTIVOS AL RENDIMIENTO,172302.97,0,172302.97,179103.06
K01,132,15300,COMPLEMENTO DEDICACION ESPECIAL,45546.35,0,45546.35,31526.24
K01,132,16000,SEGURIDAD SOCIAL,1285652.65,0,1285652.65,1072129.69
K01,132,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,8522.08,0,8522.08,6063.05
K01,132,16204,ACCIÓN SOCIAL,33532.76,0,33532.76,31334.74
K01,132,16205,SEGUROS,5438.71,0,5438.71,6846.58
K01,132,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,42210,0,42210,27321.02
K01,132,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,5000,0,5000,5000
K01,132,21200,REP. MANT. Y CONSERVACION EDIFICIOS,5000,0,5000,568.75
K01,132,21300,REPARACIONES MANTENIMIENTO Y CONSERVACION MAQUINARIA,5000,0,5000,0
K01,132,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,30000,0,30000,4254.06
K01,132,22101,SUMINISTROS: AGUA,1000,0,1000,691.92
K01,132,22103,COMBUSTIBLES Y CARBURANTES,35000,0,35000,24201.2
K01,132,22104,VESTUARIO,85000,0,85000,30200.05
K01,132,22115,UTILES SEGURIDAD VIAL- KART,10000,0,10000,0
K01,132,22118,"UTILES (BALIZAS, CINTAS, MATERIAL VARIOS POLICIA, BALAS)",30000,0,30000,13708.8
K01,132,22200,SERVICIOS DE TELECOMUNICACIONES,10000,0,10000,11088.9
K01,132,22201,POSTALES,10000,0,10000,8911.1
K01,132,22715,CONTRATOS SERVICIO RETIRADA VEHICULOS VIA PUBLICA,12000,0,12000,8222.31
K01,132,22719,MANTENIMIENTO CLIMATIZACION,5000,0,5000,2697.76
K01,132,22720,MANTENIMIENTO SISTEMA DE ALARMAS,30000,0,30000,20454.74
K01,132,22791,CONTRATO SUMINISTRO AGUA POTABLE,10000,0,10000,1656.67
K01,132,62400,ADQUISICION VEHICULOS POLICIA LOCAL,0,230000,230000,17986.6
K01,132,62900,INVERSION EQUIPOS VIGILANCIA,0,400000,400000,0
K01,135,13000,RETRIBUCIONES BÁSICAS,210588,0,210588,200475.46
K01,135,13002,OTRAS REMUNERACIONES,15765.12,0,15765.12,13947.13
K01,135,14300,OTRO PERSONAL,15024.59,0,15024.59,0
K01,135,15000,PRODUCTIVIDAD,145344.64,0,145344.64,176787.7
K01,135,15200,OTROS INCENTIVOS AL RENDIMIENTO,55000,0,55000,42528.28
K01,135,16000,SEGURIDAD SOCIAL,148790.48,0,148790.48,120944.53
K01,135,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,195.72,0,195.72,153.54
K01,135,16204,ACCIÓN SOCIAL,4074.07,0,4074.07,2063.42
K01,135,16205,SEGUROS,826.13,0,826.13,723.08
K01,135,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,70000,0,70000,28894.8
K01,135,21400,REP. MANT. Y CONSERVACION ELEMENTOS TRANSPORTE,4000,0,4000,164.08
K01,135,22104,VESTUARIO,25000,0,25000,8516.01
K01,135,22111,"SUMINISTROS DE REPUESTOS MAQUINARIA, UTILLAJE Y ELEM.TPTE",10000,0,10000,3889.94
K01,135,22118,"UTILES  (MATERIALES VARIOS PARA PC, MUÑECOS ENTRENAMIENTO RE",30000,0,30000,2077.6
K01,135,22502,TASA SERVICIO PREVENCON Y EXTINCION DE INCENDIOS,1626000,0,1626000,1626000
K01,135,62400,ADQUISICION VEHICULOS PIMER,0,300000,300000,0
K01,135,63400,INVERSION DE REPOSICION EN ELEMENTOS DE TRANSPORTE,0,18150,18150,0
L01,4310,22753,PROMOCIÓN DEL COMERCIO Y PYMES,120000,0,120000,81111.42
M01,311,12000,SUELDOS DEL GRUPO A1,16071.47,0,16071.47,44428.48
M01,311,12006,TRIENIOS,3271.58,0,3271.58,452.09
M01,311,12100,COMPLEMENTO DE DESTINO,12200.06,0,12200.06,5866.62
M01,311,12101,COMPLEMENTO ESPECÍFICO,8563.1,0,8563.1,4117.74
M01,311,13000,RETRIBUCIONES BÁSICAS,37693.85,0,37693.85,28174.51
M01,311,13002,OTRAS REMUNERACIONES,8563.24,0,8563.24,5997.19
M01,311,14300,OTRO PERSONAL,2311.48,0,2311.48,178.15
M01,311,15000,PRODUCTIVIDAD,7919.38,0,7919.38,6857.53
M01,311,15200,OTROS INCENTIVOS AL RENDIMIENTO,313.04,0,313.04,0
M01,311,16000,SEGURIDAD SOCIAL,31502.31,0,31502.31,38944.97
M01,311,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,658.28,0,658.28,258.21
M01,311,16204,ACCIÓN SOCIAL,626.78,0,626.78,0
M01,311,16205,SEGUROS,137.69,0,137.69,127.88
M01,311,22130,ADQUISICIONES EPIS,50000,0,50000,384.45
M01,311,22605,ACTIVIDADES RED CIUDADES SALUDABLES,0,0,0,0
M01,311,22700,LIMPIEZA Y ASEO (CONTROL VECTORIAL),35000,0,35000,42777
M01,311,22739,T.R.O.E.P. CONTROL E INSPECCIÓN DE AGUAS,20000,0,20000,5186.13
M01,311,22744,PROGRAMAS DE SALUD PUBLICA,30000,0,30000,6219.4
M01,493,13000,RETRIBUCIONES BÁSICAS,56397.36,0,56397.36,34534.81
M01,493,13002,OTRAS REMUNERACIONES,21056.14,0,21056.14,12067.45
M01,493,14300,OTRO PERSONAL,3467.21,0,3467.21,0
M01,493,15000,PRODUCTIVIDAD,8647.52,0,8647.52,5658.15
M01,493,15200,OTROS INCENTIVOS AL RENDIMIENTO,469.57,0,469.57,3527.4
M01,493,16000,SEGURIDAD SOCIAL,30598.34,0,30598.34,14866.89
M01,493,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,771.26,0,771.26,605.01
M01,493,16204,ACCIÓN SOCIAL,940.17,0,940.17,0
M01,493,16205,SEGUROS,137.69,0,137.69,87.83
M01,493,22608,ACTIVIDADES OMIC,10000,0,10000,0
M02,927,22668,ACTIVIDADES DE COOPERACION AL DESARROLLO,10000,-10000,0,0
M02,927,48007,SUBVENCION A LA COMISION ESPAÑOLA AYUDA AL REFUGIADO-CEAR,0,10000,10000,0
M02,927,48008,SUBVENCION A FARMACEUTICOS MUNDI-FARMAMUNDI,0,10000,10000,0
M02,927,48010,SUBVENCION A RED SOS REFUGIADOS EUROPA,0,10000,10000,0
M02,927,48021,CONVENIO ASOCIACION PINTO CON EL SAHARA,10000,0,10000,0
M02,927,48022,CONVENIO ONG MEDICUS MUNDI NAM,10000,0,10000,0
M02,927,48023,CONVENIO ASOC. FUNDACION VICENTE FERRER,10000,0,10000,0
M03,173,22647,SENSIBILIZACION PROTECCION ANIMAL,20000,0,20000,0
M03,173,22714,RETIRADA ANIMALES ABANDONADOS,54450,0,54450,58751.55
M03,173,22756,CONTROL COLONIAS FELINAS,15000,0,15000,14787.54
M03,173,22757,CONTROL COTORRAS Y PALOMAS,30000,0,30000,0
N01,932,12000,SUELDOS DEL GRUPO A1,16071.47,0,16071.47,16187.43
N01,932,12001,SUELDOS DEL GRUPO A2,28264.67,0,28264.67,14193.01
N01,932,12003,SUELDOS DEL GRUPO C1,21647.85,0,21647.85,17077.61
N01,932,12004,SUELDOS DEL GRUPO C2,9174.59,0,9174.59,14011.06
N01,932,12006,TRIENIOS,11443.24,0,11443.24,12092.96
N01,932,12100,COMPLEMENTO DE DESTINO,47365.89,0,47365.89,39423.91
N01,932,12101,COMPLEMENTO ESPECÍFICO,51418.08,0,51418.08,43323.16
N01,932,13000,RETRIBUCIONES BÁSICAS,128848.94,0,128848.94,123376.41
N01,932,13002,OTRAS REMUNERACIONES,43615.88,0,43615.88,39818.99
N01,932,14300,OTRO PERSONAL,15024.59,0,15024.59,22167.01
N01,932,15000,PRODUCTIVIDAD,34310.22,0,34310.22,33564.84
N01,932,15200,OTROS INCENTIVOS AL RENDIMIENTO,2034.78,0,2034.78,3723.1
