#a,Org.,Pro.,Eco.,Descripción,f,g,h,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,A,3203,15000,PRODUCTIVIDAD,,,,5000,0,5000,3848.19
,A,3203,16000,SEGURIDAD SOCIAL,,,,9000,0,9000,8009.52
,A,3203,16204,ACCIÓN SOCIAL,,,,1000,0,1000,0
,A,3203,16205,SEGUROS,,,,50,0,50,39.56
,A,3203,16209,OTROS GASTOS SOCIALES,,,,50,0,50,31.65
,A,3203,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,500,0,500,274.06
,A,3203,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,2000,0,2000,509.78
,A,3203,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,6400,0,6400,0
,A,3203,22101,SUMINISTROS: AGUA,,,,3700,0,3700,4717.1
,A,3203,22102,GAS,,,,2000,0,2000,0
,A,3203,22200,SERVICIOS DE TELECOMUNICACIONES,,,,300,0,300,433.14
,A,3203,22699,OTROS GASTOS DIVERSOS,,,,2000,0,2000,0
,A,3203,22718,MANTENIMIENTO ASCENSORES,,,,1500,0,1500,566.04
,A,3203,22719,MANTENIMIENTO CLIMATIZACION,,,,1500,0,1500,1203.48
,A,3204,13000,RETRIBUCIONES BÁSICAS,,,,316000,0,316000,353348.27
,A,3204,13002,OTRAS REMUNERACIONES,,,,63000,0,63000,61517.26
,A,3204,15000,PRODUCTIVIDAD,,,,75000,0,75000,76407.77
,A,3204,16000,SEGURIDAD SOCIAL,,,,140000,0,140000,124592.33
,A,3204,16204,ACCIÓN SOCIAL,,,,10000,0,10000,3829.52
,A,3204,16205,SEGUROS,,,,1000,0,1000,791.3
,A,3204,16209,OTROS GASTOS SOCIALES,,,,500,0,500,353.26
,A,3204,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,2000,-800,1200,1095.18
,A,3204,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,3000,0,3000,592.85
,A,3204,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,24200,-24000,200,0
,A,3204,22101,SUMINISTROS: AGUA,,,,3500,0,3500,2553.58
,A,3204,22200,SERVICIOS DE TELECOMUNICACIONES,,,,2200,0,2200,1643.52
,A,3204,22615,GASTOS ESCUELA MUSICA,,,,4000,0,4000,0
,A,3204,22699,OTROS GASTOS DIVERSOS,,,,4600,0,4600,2222.5
,A,3204,22719,MANTENIMIENTO CLIMATIZACION,,,,7000,0,7000,5599.44
,A,3205,22729,CONTRATO SERVICIO ACTIVIDADES EXTRAESCOLARES,,,,115000,221000,336000,302821.04
,A,3207,13000,RETRIBUCIONES BÁSICAS,,,,12000,0,12000,13722.07
,A,3207,13002,OTRAS REMUNERACIONES,,,,5000,0,5000,5423.84
,A,3207,15000,PRODUCTIVIDAD,,,,4000,0,4000,5066.83
,A,3207,16000,SEGURIDAD SOCIAL,,,,6000,0,6000,5339.66
,A,3207,16204,ACCIÓN SOCIAL,,,,500,0,500,0
,A,3207,16205,SEGUROS,,,,50,0,50,39.56
,A,3207,16209,OTROS GASTOS SOCIALES,,,,50,0,50,31.65
,A,3207,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,800,-200,600,438.29
,A,3207,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,2000,0,2000,202.44
,A,3207,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,10000,0,10000,0
,A,3207,22101,SUMINISTROS: AGUA,,,,1000,0,1000,473.58
,A,3207,22200,SERVICIOS DE TELECOMUNICACIONES,,,,300,0,300,397.49
,A,3207,22718,MANTENIMIENTO ASCENSORES,,,,1300,0,1300,490.64
,A,3207,22719,MANTENIMIENTO CLIMATIZACION,,,,5000,0,5000,3998.16
,A,3207,22746,CONTRATO GESTION LUDOTECA MPAL,,,,65000,0,65000,49576.67
,A,3343,12000,SUELDOS DEL GRUPO A1,,,,14000,-13780.15,219.85,0
,A,3343,12006,TRIENIOS,,,,1000,0,1000,0
,A,3343,12100,COMPLEMENTO DE DESTINO,,,,11000,-7746.9,3253.1,0
,A,3343,12101,COMPLEMENTO ESPECÍFICO,,,,7000,-746.9,6253.1,0
,A,3343,13000,RETRIBUCIONES BÁSICAS,,,,108000,0,108000,23279.81
,A,3343,13002,OTRAS REMUNERACIONES,,,,31000,0,31000,4643.53
,A,3343,15000,PRODUCTIVIDAD,,,,18000,0,18000,10982.57
,A,3343,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,1000,0,1000,0
,A,3343,16000,SEGURIDAD SOCIAL,,,,58000,0,58000,51616.83
,A,3343,16204,ACCIÓN SOCIAL,,,,1000,0,1000,567.65
,A,3343,16205,SEGUROS,,,,100,0,100,79.14
,A,3343,16209,OTROS GASTOS SOCIALES,,,,100,0,100,61.88
,A,3343,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,14000,-5000,9000,7662.98
,A,3343,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,3000,0,3000,355.57
,A,3343,22605,ACTIVIDADES RED CIUDADES SALUDABLES,,,,1000,0,1000,2000
,A,3343,22608,ACTIVIDADES OMIC,,,,3000,0,3000,0
,A,3343,22611,ACTIVIDADES COLECTIVO MAYORES,,,,3000,0,3000,371.8
,A,3343,22690,GASTOS DIVERSOS,,,,15800,0,15800,1694
,A,3343,22700,LIMPIEZA Y ASEO,,,,25000,0,25000,27402.45
,A,3343,22739,T.R.O.E.P. CONTROL E INSPECCIÓN DE AGUAS,,,,6000,0,6000,2620.72
,A,3343,22740,CONTRATO ASESORÍA JURÍDICA,,,,2000,0,2000,0
,A,3343,22741,COMIDA CONFRATERNIZACIÓN,,,,9000,0,9000,0
,A,3343,22744,PROGRAMAS DE SALUD PUBLICA,,,,33000,-33000,0,0
,B,165,61902,RENOVACION ALUMBRADO PUBLICO PLAZA CONSTITUCION,,,,0,48190,48190,46993.03
,B,165,63202,ILUMINACION PASOS DE PEATONES,,,,0,47176,47176,47176
,B,170,22792,CONTROL COLONIAS FELINAS,,,,0,11249.37,11249.37,0
,B,170,48014,SUBVENCION A ENTIDADES CONSERVACION,,,,0,23026.22,23026.22,13192.89
,B,171,61918,ADQUISICION- INST.ELEMENTOS ADECUACION ZONAS VERDES Y ESP.LI,,,,0,54602.46,54602.46,54602.46
,B,171,63201,REALIZACION ACTUACIONES EN ZONAS VERDES,,,,0,48348.27,48348.27,48334.49
,B,171,63203,INVERSION ACOMETIDAS Y FUENTE,,,,0,15894.86,15894.86,15894.86
,B,342,63221,CUBIERTA PABELLON P. ASTURIAS-RETIRADA RESTOS Y AFIANZAM ELE,,,,0,39370.47,39370.47,39370.47
,B,450,12000,SUELDOS DEL GRUPO A1,,,,73000,0,73000,113081.63
,B,450,12001,SUELDOS DEL GRUPO A2,,,,53000,0,53000,56548.02
,B,450,12003,SUELDOS DEL GRUPO C1,,,,37000,0,37000,10805.71
,B,450,12004,SUELDOS DEL GRUPO C2,,,,52000,0,52000,20118.19
,B,450,12006,TRIENIOS,,,,29000,0,29000,37924.97
,B,450,12100,COMPLEMENTO DE DESTINO,,,,153000,0,153000,139380.42
,B,450,12101,COMPLEMENTO ESPECÍFICO,,,,283000,0,283000,237932.66
,B,450,13000,RETRIBUCIONES BÁSICAS,,,,303000,0,303000,288008.6
,B,450,13002,OTRAS REMUNERACIONES,,,,116000,0,116000,106940.06
,B,450,15000,PRODUCTIVIDAD,,,,108000,0,108000,154962.93
,B,450,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,13000,0,13000,23652.15
,B,450,16000,SEGURIDAD SOCIAL,,,,328000,0,328000,443371.1
,B,450,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,3000,0,3000,3001.39
,B,450,16204,ACCIÓN SOCIAL,,,,26000,0,26000,9896.54
,B,450,16205,SEGUROS,,,,3000,0,3000,2726.48
,B,450,16209,OTROS GASTOS SOCIALES,,,,2500,0,2500,1562.53
,B,450,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,8000,-3000,5000,4378.54
,B,450,21000,REPARACIONES Y OBRAS,,,,40000,0,40000,31855.34
,B,450,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,6000,0,6000,4402.94
,B,450,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,1000000,-179401.66,820598.34,746824.1
,B,450,22101,SUMINISTROS. AGUA,,,,680000,-315000,365000,402029.26
,B,450,22118,UTILES,,,,28000,0,28000,0
,B,450,22200,SERVICIOS DE TELECOMUNICACIONES,,,,10000,0,10000,8315.5
,B,450,22201,POSTALES,,,,6000,0,6000,6694.54
,B,450,22632,GASTOS GENERALES,,,,8986.37,0,8986.37,1550.52
,B,450,22690,GASTOS DIVERSOS,,,,4377.71,0,4377.71,3276
,B,450,22700,CONTRATOS GESTIÓN SERVICIOS PÚBLICOS,,,,5596885.92,181301.76,5778187.68,5771118.4
,B,450,22714,SERVICIO RETIRADA ANIMALES ABANDONADOS,,,,47000,12910.7,59910.7,33412.28
,B,450,22716,T.R.O.EP. SEGUIMIENTO SERVICIOS UTE VALORIZA,,,,0,57242.62,57242.62,32265.72
,B,450,22718,MANTENIMIENTO ASCENSORES,,,,1250,0,1250,1402.56
,B,450,22719,MANTENIMIENTO CLIMATIZACION,,,,9000,0,9000,15924.16
,B,450,22747,TRABAJOS  REALIZADOS POR OTRAS EMPRESAS,,,,65000,0,65000,32247.98
,B,450,22749,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFES.,,,,20000,0,20000,7458.3
,B,450,44900,SUBVENCION PERDIDAS GESTIÓN SERVICIOS PÚBLICOS,,,,5990000,0,5990000,5990000
,B,450,46300,APORTACIÓN MANCOMUNIDAD GESTIÓN RESIDUOS,,,,230000,53237.75,283237.75,264682.04
,B,450,61904,MOBILIARIO URBANO,,,,51000,-35000,16000,11198.37
,B,454,61901,RESTAURACION Y RECUPERACION CAMINOS PUBL,,,,0,41128.5,41128.5,41128.5
,B,933,63216,OBRAS DE ACONDICIONAMIENTO PATIO CONVENTO SAGRADA FAMULIA PI,,,,0,45884.74,45884.74,0
,B,933,63220,MEJORA ACCESIBILIDAD DE EDIFICIOS PUBLICOS Y ENTORNO URBANO,,,,0,70304.8,70304.8,70304.8
,B,933,63303,MEJORA CLIMATIZACION EDIFICIOS,,,,0,80958.97,80958.97,80958.97
,B,1531,61903,MEJORA PASO DE PEATONES CALLE PEDRO FAURA,,,,0,28193.74,28193.74,23046.19
,B,1531,61905,REMODELACION DIVERSAS PARADAS AUTOBUS,,,,0,18490.96,18490.96,15695.57
,B,1532,61001,RECONSTRUCCION SENDA TALUD EN LA TENERIA I- 2019,,,,0,150674.77,150674.77,150548.93
,B,1532,61002,A.T.PUENTE SOBRE EL FERROCARRIL TENERIA II,,,,0,54493.56,54493.56,21797.42
,B,1532,61003,ASISTECNICA TEC.REDAC.PROYECTO CONSTRUC. PUENTE S/ARROYO CUL,,,,0,8470,8470,8470
,B,1532,61901,VALLADO ZONAS PEATONALES,,,,0,26626.05,26626.05,26021.05
,B,1721,22787,T.R.O.E.P. PROYECTOS EDUCATIVOS DE EFICIENCIA ENERG. EN COLE,,,,0,32220,32220,2686.2
,B,1721,48003,PROGRAMA 50-50 COLEGIOS,,,,0,44000,44000,22812.94
,C,491,12000,SUELDOS DEL GRUPO A1,,,,29000,0,29000,0
,C,491,12100,COMPLEMENTO DE DESTINO,,,,22000,0,22000,0
,C,491,12101,COMPLEMENTO ESPECÍFICO,,,,45000,0,45000,0
,C,491,13000,RETRIBUCIONES BÁSICAS,,,,188000,0,188000,179406.5
,C,491,13002,OTRAS REMUNERACIONES,,,,53000,0,53000,41528.34
,C,491,15000,PRODUCTIVIDAD,,,,40000,0,40000,42022.3
,C,491,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,6000,0,6000,8213.04
,C,491,16000,SEGURIDAD SOCIAL,,,,118000,0,118000,105013.54
,C,491,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1000,0,1000,1395.97
,C,491,16204,ACCIÓN SOCIAL,,,,3000,0,3000,125.79
,C,491,16205,SEGUROS,,,,1000,0,1000,791.3
,C,491,16209,OTROS GASTOS SOCIALES,,,,420,0,420,262.7
,C,491,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,12000,-5000,7000,6567.81
,C,491,21600,"REPARACIONES, MTO Y CONSERVACION EQUIPOS PROCESOS DE INFORMA",,,,5000,0,5000,3377.42
,C,491,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",,,,46000,-18000,28000,455.18
,C,491,22002,MATERIAL INFORMATICO NO INVENTARIABLE,,,,5000,20230.27,25230.27,42647.92
,C,491,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,10000,0,10000,18448.71
,C,491,22610,ACTOS INSTITUCIONALES,,,,5000,0,5000,1980
,C,491,22621,"NOTIFICACIONES, BANDOS E INFORMAS",,,,8000,0,8000,3407.36
,C,491,22622,PUBLICACIONES EN PERIODICOS,,,,15000,0,15000,750.2
,C,491,22690,GASTOS DIVERSOS,,,,5000,0,5000,2000
,C,491,22721,CONTRATO SERVICIO REPARTOS,,,,2580,0,2580,0
,C,491,22736,MANTENIMIENTO APLICACIONES INFORMÁTICAS,,,,200000,275102.78,475102.78,415287.45
,C,491,22738,SERVICIOS DEPARTAMENTO PRENSA,,,,30000,0,30000,31501.1
,C,491,62600,INVERSION EQUIPOS INFORMATICOS,,,,0,13769.73,13769.73,0
,C,491,62601,CONEXION NUEVOS EDIFICIOS MUNICIPALES,,,,700000,-275102.78,424897.22,203476.58
,C,491,64100,GTOS. EN APLICACIONES INFORMATICAS,,,,20000,0,20000,18489.92
,C,912,10000,RETRIBUCIONES BÁSICAS,,,,537000,0,537000,700493.95
,C,912,11000,RETRIBUCIONES PERSONAL EVENTUAL,,,,0,455000,455000,344999.76
,C,912,16000,SEGURIDAD SOCIAL,,,,290000,0,290000,234798.09
,C,912,23301,INDEMNIZACIONES POR ASISTENCIAS A ORGANOS MPALES,,,,100000,-66.56,99933.44,59370
,C,912,48000,TRANSFERENCIAS GRUPOS MPALES,,,,60000,-10848,49152,49106
,C,920,12000,SUELDOS DEL GRUPO A1,,,,91000,0,91000,88907.23
,C,920,12001,SUELDOS DEL GRUPO A2,,,,64000,0,64000,36182.95
,C,920,12004,SUELDOS DEL GRUPO C2,,,,42000,0,42000,57350.48
,C,920,12006,TRIENIOS,,,,25000,0,25000,22485.35
,C,920,12100,COMPLEMENTO DE DESTINO,,,,164000,0,164000,71864.19
,C,920,12101,COMPLEMENTO ESPECÍFICO,,,,323000,0,323000,156763.13
,C,920,13000,RETRIBUCIONES BÁSICAS,,,,444000,0,444000,816061.43
,C,920,13002,OTRAS REMUNERACIONES,,,,195000,0,195000,282986.1
,C,920,15000,PRODUCTIVIDAD,,,,100000,0,100000,191797.61
,C,920,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,25000,0,25000,56383.69
,C,920,16000,SEGURIDAD SOCIAL,,,,430000,-21085.44,408914.56,348726.17
,C,920,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,3000,0,3000,9254.02
,C,920,16204,ACCIÓN SOCIAL,,,,15000,0,15000,11513.85
,C,920,16205,SEGUROS,,,,6000,0,6000,4747.75
,C,920,16209,OTROS GASTOS SOCIALES,,,,3600,0,3600,2373.78
,C,920,20200,ALQUILER EDIFICIO OFICINA COVID 19,,,,0,65340,65340,48246.61
,C,920,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,8000,0,8000,4378.52
,C,920,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,4000,-2000,2000,404.9
,C,920,22000,ORDINARIO NO INVENTARIABLE,,,,35000,0,35000,24951.17
,C,920,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,100000,-50000,50000,54787.1
,C,920,22101,SUMINISTROS. AGUA,,,,10000,0,10000,5068.24
,C,920,22110,PRODUCTOS DE LIMPIEZA Y ASEO,,,,10000,-10000,0,0
,C,920,22200,SERVICIOS DE TELECOMUNICACIONES,,,,24000,-7000,17000,28798.35
,C,920,22201,POSTALES,,,,30000,23000,53000,33472.66
,C,920,22400,SEGUROS DE RESPONSABILIDAD CIVIL,,,,90000,0,90000,88982.58
,C,920,22403,SEGUROS INMUEBLES MUNICIPALES,,,,51750,25751.62,77501.62,77501.62
,C,920,22404,SEGUROS ELEMENTOS DE TRANSPORTE,,,,20000,12750,32750,26750
,C,920,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,35000,-23501.62,11498.38,17588.9
,C,920,22604,"JURÍDICOS, CONTENCIOSOS",,,,100000,-24495.59,75504.41,34880.37
,C,920,22627,GASTOS MANTENIMIENTO VIVIENDAS MPALES,,,,50000,-20000,30000,28127.72
,C,920,22640,GASTOS EMERGENCIA COVID-19,,,,0,100000,100000,95117.95
,C,920,22690,GASTOS DIVERSOS,,,,11150,0,11150,10681.91
,C,920,22718,MANTENIMIENTO ASCENSORES,,,,2500,0,2500,2938.1
,C,920,22719,MANTENIMIENTO CLIMATIZACION,,,,7000,0,7000,5599.68
,C,920,22720,MANTENIMIENTO ALARMAS EDIFICIOS,,,,20000,0,20000,19965
,C,920,22734,T.R.O.E.P.: ACTUACIONES EN MATERIA DE PREV DE RIESGOS LABORA,,,,0,12052.72,12052.72,7995.3
,C,920,22737,PLAN DE FORMACION EMPLEADOS PUBLICOS 2020,,,,0,19992.79,19992.79,5583
,C,920,23120,DEL PERSONAL NO DIRECTIVO,,,,1000,0,1000,19.91
,C,920,23300,OTRAS INDEMNIZACIONES,,,,30000,-21000,9000,8451.3
,C,920,62500,INVERSION NUEVA EN MOBILIARIO,,,,50000,0,50000,28689.6
,C,920,83000,PRESTAMOS C/P AL PERSONAL,,,,50000,0,50000,40800
,D,011,31000,INTERESES DE PRESTAMOS Y OTRAS OPER. FINANCIERAS EN EUROS,,,,150000,-88504.03,61495.97,34558.32
,D,011,35200,INTERESES DE DEMORA,,,,21000,115577.26,136577.26,136384.78
,D,011,35900,OTROS GASTOS FINANCIEROS,,,,25000,-19000,6000,5999.96
,D,011,91100,AMORTIZACION PRESTAMO IDAE.,,,,0,56133.56,56133.56,56133.36
,D,011,91106,AMORT DE PRÉSTAMOS A L/P REFINANCIACION FFPP,,,,2263000,443755.99,2706755.99,2070161.91
,D,929,50000,FONDO DE CONTINGENCIA,,,,200000,-199340,660,0
,D,931,12000,SUELDOS DEL GRUPO A1,,,,58000,0,58000,32528.69
,D,931,12004,SUELDOS DEL GRUPO C2,,,,24000,0,24000,10844.59
,D,931,12006,TRIENIOS,,,,13000,0,13000,16675.26
,D,931,12100,COMPLEMENTO DE DESTINO,,,,69000,0,69000,37026.61
,D,931,12101,COMPLEMENTO ESPECÍFICO,,,,167000,0,167000,92149.5
,D,931,13000,RETRIBUCIONES BÁSICAS,,,,152000,0,152000,164075.12
,D,931,13002,OTRAS REMUNERACIONES,,,,54000,0,54000,50959.46
,D,931,15000,PRODUCTIVIDAD,,,,43000,0,43000,43740.44
,D,931,16000,SEGURIDAD SOCIAL,,,,151000,0,151000,122211.34
,D,931,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1000,0,1000,1462.36
,D,931,16204,ACCIÓN SOCIAL,,,,1000,0,1000,1183.06
,D,931,16205,SEGUROS,,,,300,0,300,237.4
,D,931,16209,OTROS GASTOS SOCIALES,,,,180,0,180,112.74
,D,931,22661,GASTOS PLAZAS GARAJE.,,,,0,28900,28900,28723.68
,D,931,22690,GASTOS DIVERSOS,,,,5520,0,5520,0
,D,931,22698,GASTOS RECONOCIMIENTO JUDICIAL DE CREDITOS,,,,100000,-99904.63,95.37,0
,D,931,22699,GASTOS RECONOCIMIENTO EXTRAJUDICIAL DE CRÉDITOS,,,,200000,-199642.24,357.76,0
,D,931,22780,CONTRATO SERVICIO COLABORACION BANCARIA,,,,0,41742.24,41742.24,19704.5
,D,931,22781,CONVENIO COLABORACION RECAUDACION EJECUTIVA,,,,0,20000,20000,342.81
,D,932,12000,SUELDOS DEL GRUPO A1,,,,14000,0,14000,16078.69
,D,932,12001,SUELDOS DEL GRUPO A2,,,,27000,0,27000,14351.66
,D,932,12004,SUELDOS DEL GRUPO C2,,,,41000,0,41000,20865.11
,D,932,12006,TRIENIOS,,,,11000,0,11000,8221.2
,D,932,12100,COMPLEMENTO DE DESTINO,,,,59000,0,59000,32825.92
,D,932,12101,COMPLEMENTO ESPECÍFICO,,,,89000,0,89000,37354.49
,D,932,13000,RETRIBUCIONES BÁSICAS,,,,86000,0,86000,129773.37
,D,932,13002,OTRAS REMUNERACIONES,,,,28000,0,28000,41378.89
,D,932,15000,PRODUCTIVIDAD,,,,27000,0,27000,33001.75
,D,932,15300,COMPLEMENTO DEDICACION ESPECIAL,,,,12000,0,12000,0
,D,932,16000,SEGURIDAD SOCIAL,,,,120000,0,120000,97121.45
,D,932,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1000,0,1000,1428.83
,D,932,16204,ACCIÓN SOCIAL,,,,6000,0,6000,1073.65
,D,932,16205,SEGUROS,,,,1300,0,1300,1028.63
,D,932,16209,OTROS GASTOS SOCIALES,,,,600,0,600,375.51
,D,932,22652,FOMENTO DEL TURISMO,,,,15000,0,15000,15000
,D,932,22752,PROGRAMAS DE PROMOCION TURISTICA,,,,15100,0,15100,13959.24
