#a,Org.,Pro.,Eco.,Descripción,f,g,h,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,A,3203,22101,SUMINISTROS: AGUA,,,,3700,-1500,2200,3779.3
,A,3203,22102,GAS,,,,2000,-1900,100,0
,A,3203,22200,SERVICIOS DE TELECOMUNICACIONES,,,,300,0,300,407.8
,A,3203,22699,OTROS GASTOS DIVERSOS,,,,2000,0,2000,0
,A,3203,22718,MANTENIMIENTO ASCENSORES,,,,1500,0,1500,727.63
,A,3203,22719,MANTENIMIENTO CLIMATIZACION,,,,1500,0,1500,1090.14
,A,3204,13000,RETRIBUCIONES BÁSICAS,,,,316000,0,316000,374359.91
,A,3204,13002,OTRAS REMUNERACIONES,,,,63000,0,63000,61442.05
,A,3204,15000,PRODUCTIVIDAD,,,,75000,0,75000,78162.62
,A,3204,16000,SEGURIDAD SOCIAL,,,,140000,-12351,127649,294810.35
,A,3204,16204,ACCIÓN SOCIAL,,,,10000,0,10000,1350.56
,A,3204,16205,SEGUROS,,,,1000,0,1000,664.38
,A,3204,16209,OTROS GASTOS SOCIALES,,,,500,0,500,475.9
,A,3204,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,2000,0,2000,1334.53
,A,3204,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,3000,0,3000,1596.67
,A,3204,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,24200,-24000,200,0
,A,3204,22101,SUMINISTROS: AGUA,,,,3500,0,3500,1771.78
,A,3204,22200,SERVICIOS DE TELECOMUNICACIONES,,,,2200,0,2200,1659.65
,A,3204,22615,GASTOS ESCUELA MUSICA,,,,4000,0,4000,3541.67
,A,3204,22699,OTROS GASTOS DIVERSOS,,,,4600,0,4600,2341.95
,A,3204,22719,MANTENIMIENTO CLIMATIZACION,,,,7000,0,7000,4051.56
,A,3205,22729,CONTRATO SERVICIO ACTIVIDADES EXTRAESCOLARES,,,,115000,347104.06,462104.06,343787.08
,A,3207,13000,RETRIBUCIONES BÁSICAS,,,,12000,0,12000,16542.59
,A,3207,13002,OTRAS REMUNERACIONES,,,,5000,0,5000,3680.96
,A,3207,15000,PRODUCTIVIDAD,,,,4000,0,4000,3805.2
,A,3207,16000,SEGURIDAD SOCIAL,,,,6000,0,6000,5808.78
,A,3207,16204,ACCIÓN SOCIAL,,,,500,0,500,601
,A,3207,16205,SEGUROS,,,,50,0,50,33.22
,A,3207,16209,OTROS GASTOS SOCIALES,,,,50,0,50,48.23
,A,3207,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,800,0,800,458.33
,A,3207,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,2000,0,2000,209.42
,A,3207,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,10000,-10000,0,0
,A,3207,22101,SUMINISTROS: AGUA,,,,1000,0,1000,448.74
,A,3207,22200,SERVICIOS DE TELECOMUNICACIONES,,,,300,0,300,402.63
,A,3207,22718,MANTENIMIENTO ASCENSORES,,,,1300,0,1300,630.88
,A,3207,22719,MANTENIMIENTO CLIMATIZACION,,,,5000,0,5000,7537.76
,A,3207,22746,CONTRATO GESTION LUDOTECA MPAL,,,,65000,203400,268400,107826.31
,A,3343,12000,SUELDOS DEL GRUPO A1,,,,14000,-14000,0,0
,A,3343,12006,TRIENIOS,,,,1000,-1000,0,0
,A,3343,12100,COMPLEMENTO DE DESTINO,,,,11000,-11000,0,0
,A,3343,12101,COMPLEMENTO ESPECÍFICO,,,,7000,-7000,0,0
,A,3343,13000,RETRIBUCIONES BÁSICAS,,,,108000,-54366.62,53633.38,22712.98
,A,3343,13002,OTRAS REMUNERACIONES,,,,31000,0,31000,4540.15
,A,3343,15000,PRODUCTIVIDAD,,,,18000,0,18000,10776.25
,A,3343,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,1000,0,1000,0
,A,3343,16000,SEGURIDAD SOCIAL,,,,58000,0,58000,56170.98
,A,3343,16204,ACCIÓN SOCIAL,,,,1000,0,1000,83.61
,A,3343,16205,SEGUROS,,,,100,0,100,66.44
,A,3343,16209,OTROS GASTOS SOCIALES,,,,100,0,100,94.34
,A,3343,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,14000,-5000,9000,7961.77
,A,3343,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,3000,0,3000,314.13
,A,3343,22605,ACTIVIDADES RED CIUDADES SALUDABLES,,,,1000,0,1000,2000
,A,3343,22608,ACTIVIDADES OMIC,,,,3000,0,3000,0
,A,3343,22611,ACTIVIDADES COLECTIVO MAYORES,,,,3000,0,3000,2808.14
,A,3343,22690,GASTOS DIVERSOS,,,,15800,-12000,3800,2957
,A,3343,22700,LIMPIEZA Y ASEO,,,,25000,0,25000,35288.04
,A,3343,22739,T.R.O.E.P. CONTROL E INSPECCIÓN DE AGUAS,,,,6000,0,6000,3048.99
,A,3343,22740,CONTRATO ASESORÍA JURÍDICA,,,,2000,0,2000,0
,A,3343,22741,COMIDA CONFRATERNIZACIÓN,,,,9000,0,9000,8800
,A,3343,22742,CENTRO DE OCIO MAYORES,,,,115000,0,115000,126149.52
,A,3343,22744,PROGRAMAS DE SALUD PUBLICA,,,,33000,-5000,28000,0
,B,160,63220,RENOVACION COLECTORES Y ASFALTADOS,,,,0,223276.73,223276.73,223276.73
,B,161,63218,MEJORA FUENTES,,,,0,40469.96,40469.96,40469.96
,B,165,61902,RENOVACION ALUMBRADO PUBLICO PLAZA CONSTITUCION,,,,0,49610,49610,0
,B,165,63202,ILUMINACION PASOS DE PEATONES,,,,0,49210,49210,0
,B,165,63213,MEJORA ILUMINACION EN VARIOS PASOS DE PEATONES,,,,0,29411.83,29411.83,29411.83
,B,170,22787,T.R.O.E.P. PROYECTOS EDUCATIVOS DE EFICIENCIA ENERG. EN COLE,,,,0,16117.2,16117.2,13431
,B,170,48014,SUBVENCION A ENTIDADES CONSERVACION,,,,0,3013.62,3013.62,3013.62
,B,171,61918,ADQUISICION- INST.ELEMENTOS ADECUACION ZONAS VERDES Y ESP.LI,,,,0,70237,70237,0
,B,171,63201,REALIZACION ACTUACIONES EN ZONAS VERDES,,,,0,48351.6,48351.6,0
,B,171,63203,INVERSION ACOMETIDAS Y FUENTE,,,,0,17091.25,17091.25,0
,B,171,63217,VALLADO EN ZONAS VERDES,,,,0,3659.04,3659.04,27
,B,442,63219,OBRAS MEJORA ACCESIBILIDAD PARADAS DE AUTOBUS,,,,0,19997.63,19997.63,19997.63
,B,450,12000,SUELDOS DEL GRUPO A1,,,,73000,0,73000,115225.83
,B,450,12001,SUELDOS DEL GRUPO A2,,,,53000,0,53000,54885.67
,B,450,12003,SUELDOS DEL GRUPO C1,,,,37000,0,37000,10513.71
,B,450,12004,SUELDOS DEL GRUPO C2,,,,52000,0,52000,8913.55
,B,450,12006,TRIENIOS,,,,29000,0,29000,37975.98
,B,450,12100,COMPLEMENTO DE DESTINO,,,,153000,0,153000,134067.86
,B,450,12101,COMPLEMENTO ESPECÍFICO,,,,283000,0,283000,232157.04
,B,450,13000,RETRIBUCIONES BÁSICAS,,,,303000,0,303000,288526.95
,B,450,13002,OTRAS REMUNERACIONES,,,,116000,0,116000,103543.76
,B,450,15000,PRODUCTIVIDAD,,,,108000,0,108000,106508.17
,B,450,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,13000,0,13000,19461.57
,B,450,16000,SEGURIDAD SOCIAL,,,,328000,0,328000,317656.64
,B,450,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,3000,0,3000,2805.18
,B,450,16204,ACCIÓN SOCIAL,,,,26000,0,26000,11438.57
,B,450,16205,SEGUROS,,,,3000,0,3000,1993.14
,B,450,16209,OTROS GASTOS SOCIALES,,,,2500,0,2500,2381.55
,B,450,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,8000,-3000,5000,4547.05
,B,450,21000,REPARACIONES Y OBRAS,,,,40000,0,40000,31933.2
,B,450,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,6000,0,6000,5459.99
,B,450,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,1000000,-200000,800000,839809.4
,B,450,22101,SUMINISTROS. AGUA,,,,680000,-200000,480000,440514.15
,B,450,22118,UTILES,,,,28000,-24000,4000,0
,B,450,22200,SERVICIOS DE TELECOMUNICACIONES,,,,10000,0,10000,8363.37
,B,450,22201,POSTALES,,,,6000,0,6000,6954.25
,B,450,22632,GASTOS GENERALES,,,,8986.37,-1986.37,7000,2638.02
,B,450,22690,GASTOS DIVERSOS,,,,4377.71,-1377.71,3000,3792.22
,B,450,22700,CONTRATOS GESTIÓN SERVICIOS PÚBLICOS,,,,5596885.92,168602.2,5765488.12,5731998.29
,B,450,22714,SERVICIO RETIRADA ANIMALES ABANDONADOS,,,,47000,7389.5,54389.5,54389.4
,B,450,22716,Trabajos realizados por otras empresas y profesionales,,,,0,57654.88,57654.88,53259
,B,450,22718,MANTENIMIENTO ASCENSORES,,,,1250,0,1250,5234.68
,B,450,22719,MANTENIMIENTO CLIMATIZACION,,,,9000,0,9000,12825.74
,B,450,22747,TRABAJOS  REALIZADOS POR OTRAS EMPRESAS,,,,65000,0,65000,27881.18
,B,450,22749,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFES.,,,,20000,0,20000,4468.78
,B,450,22792,CONTROL COLONIAS FELINAS,,,,0,7658.05,7658.05,0
,B,450,44900,SUBVENCION PERDIDAS GESTIÓN SERVICIOS PÚBLICOS,,,,5990000,0,5990000,5990000
,B,450,46300,APORTACIÓN MANCOMUNIDAD GESTIÓN RESIDUOS,,,,230000,0,230000,217785.75
,B,450,61904,MOBILIARIO URBANO,,,,51000,-32800,18200,15825.04
,B,454,61901,RESTAURACION Y RECUPERACION CAMINOS PUBLICOS,,,,0,47190,47190,0
,B,933,63206,ASIST.TEC. REHABILITACION Y ACONDIC. EDIFICIO ANTIGUO AYTO.,,,,0,21780,21780,0
,B,933,63215,ASISTENCIA TEC. REMODELACION PABELLON P. ASTURIAS Y RED.PLAN,,,,0,21175,21175,0
,B,933,63216,OBRAS DE ACONDICIONAMIENTO PATIO CONVENTO SAGRADA FAMULIA PI,,,,0,48400,48400,0
,B,933,63220,MEJORA ACCESIBILIDAD DE EDIFICIOS PUBLICOS Y ENTORNO URBANO,,,,0,150000,150000,0
,B,933,63301,MEJORA INSTALAC.CLIMATIZACION EDIFICIOS PUBLICOS,,,,0,38269.64,38269.64,38269.64
,B,933,63302,NUEVO SISTEMA DE GAS E.I.V.ASUNCION,,,,0,32427,32427,32426.79
,B,933,63303,MEJORA CLIMATIZACION EDIFICIOS,,,,0,119618.02,119618.02,0
,B,1531,61903,MEJORA PASO DE PEATONES CALLE PEDRO FAURA,,,,0,32428,32428,0
,B,1531,61905,REMODELACION DIVERSAS PARADAS AUTOBUS,,,,0,20925.85,20925.85,0
,B,1531,61942,MEDIDAS DE REDUCCION VELOCIDAD VEHICUL. EN C/MANUEL DE FALLA,,,,0,25410,25410,25410
,B,1532,61000,RECONSTRUCCION SENDA TALUD EN LA TENERIA I- 2018,,,,0,10118.45,10118.45,7645.17
,B,1532,61001,RECONSTRUCCION SENDA TALUD EN LA TENERIA I- 2019,,,,0,257312,257312,0
,B,1532,61002,A.T.PUENTE SOBRE EL FERROCARRIL TENERIA II,,,,0,105000,105000,0
,B,1532,61003,ASISTECNICA TEC.REDAC.PROYECTO CONSTRUC. PUENTE S/ARROYO CUL,,,,0,15004,15004,0
,B,1532,61900,OBRAS DE REFUERZO FIRME CALLES VALDEMORO-ALPUJARRAS,,,,0,70947.85,70947.85,66293.75
,B,1532,61901,VALLADO DE ZONAS PEATONALES,,,,0,30000,30000,0
,B,1532,61941,OBRAS DE REMODELACION DE LA CALLE RUPERTO CHAPI,,,,0,29930.01,29930.01,29930.01
,B,1532,63204,MEJORA ACCESIBIL MEDIANTE ENRASADO ALCORQUES EN VARIAS CALLE,,,,0,48400,48400,0
,B,1532,63214,MEJORA PASOS DE PEATONES,,,,0,61726.94,61726.94,61726.94
,B,1721,48003,PROGRAMA 50-50,,,,0,10121.35,10121.35,10121.35
,C,491,12000,SUELDOS DEL GRUPO A1,,,,29000,-17000.97,11999.03,0
,C,491,12100,COMPLEMENTO DE DESTINO,,,,22000,0,22000,0
,C,491,12101,COMPLEMENTO ESPECÍFICO,,,,45000,0,45000,0
,C,491,13000,RETRIBUCIONES BÁSICAS,,,,188000,0,188000,181219.31
,C,491,13002,OTRAS REMUNERACIONES,,,,53000,0,53000,40219.01
,C,491,15000,PRODUCTIVIDAD,,,,40000,0,40000,39959.79
,C,491,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,6000,0,6000,13381.31
,C,491,16000,SEGURIDAD SOCIAL,,,,118000,0,118000,114278.9
,C,491,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1000,0,1000,3137.51
,C,491,16204,ACCIÓN SOCIAL,,,,3000,0,3000,2001.92
,C,491,16205,SEGUROS,,,,1000,0,1000,664.38
,C,491,16209,OTROS GASTOS SOCIALES,,,,420,0,420,400.4
,C,491,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,12000,-4415,7585,6820.5
,C,491,21600,"REPARACIONES, MTO Y CONSERVACION EQUIPOS PROCESOS DE INFORMA",,,,5000,-2000,3000,1894.68
,C,491,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",,,,46000,-42000,4000,1245.48
,C,491,22002,MATERIAL INFORMATICO NO INVENTARIABLE,,,,5000,-2500,2500,1932.02
,C,491,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,10000,4190.13,14190.13,16270.57
,C,491,22610,ACTOS INSTITUCIONALES,,,,5000,2300,7300,8131.89
,C,491,22621,"NOTIFICACIONES, BANDOS E INFORMAS",,,,8000,-3000,5000,287.38
,C,491,22622,PUBLICACIONES EN PERIODICOS,,,,15000,-10000,5000,0
,C,491,22690,GASTOS DIVERSOS,,,,5000,0,5000,6386.32
,C,491,22721,CONTRATO SERVICIO REPARTOS,,,,2580,-1000,1580,0
,C,491,22736,MANTENIMIENTO APLICACIONES INFORMÁTICAS,,,,200000,164480.38,364480.38,336768.32
,C,491,22738,SERVICIOS DEPARTAMENTO PRENSA,,,,30000,0,30000,49646.75
,C,491,62601,CONEXION NUEVOS EDIFICIOS MUNICIPALES,,,,700000,-488299.16,211700.84,210420.1
,C,491,64100,GTOS. EN APLICACIONES INFORMATICAS,,,,20000,0,20000,19950.48
,C,912,10000,RETRIBUCIONES BÁSICAS,,,,537000,-13124.89,523875.11,464071.53
,C,912,11000,RETRIBUCIONES PERSONAL EVENTUAL,,,,0,132710,132710,83347.17
,C,912,16000,SEGURIDAD SOCIAL,,,,290000,-38708.62,251291.38,268607.55
,C,912,23301,INDEMNIZACIONES POR ASISTENCIAS A ORGANOS MPALES,,,,100000,0,100000,58721
,C,912,48000,TRANSFERENCIAS GRUPOS MPALES,,,,60000,0,60000,49823.26
,C,920,12000,SUELDOS DEL GRUPO A1,,,,91000,0,91000,65438.03
,C,920,12001,SUELDOS DEL GRUPO A2,,,,64000,0,64000,32002.57
,C,920,12004,SUELDOS DEL GRUPO C2,,,,42000,0,42000,36282.44
,C,920,12006,TRIENIOS,,,,25000,0,25000,26343.12
,C,920,12100,COMPLEMENTO DE DESTINO,,,,164000,0,164000,129171.01
,C,920,12101,COMPLEMENTO ESPECÍFICO,,,,323000,0,323000,142515.37
,C,920,13000,RETRIBUCIONES BÁSICAS,,,,444000,0,444000,805603.51
,C,920,13002,OTRAS REMUNERACIONES,,,,195000,0,195000,280927.28
,C,920,15000,PRODUCTIVIDAD,,,,100000,0,100000,187728.68
,C,920,15200,OTROS INCENTIVOS AL RENDIMIENTO,,,,25000,0,25000,52973.73
,C,920,16000,SEGURIDAD SOCIAL,,,,430000,-7878.4,422121.6,462850.57
,C,920,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,3000,0,3000,8996.18
,C,920,16204,ACCIÓN SOCIAL,,,,15000,0,15000,6951.62
,C,920,16205,SEGUROS,,,,6000,0,6000,5458.85
,C,920,16209,OTROS GASTOS SOCIALES,,,,3600,0,3600,3675.71
,C,920,20600,ARRENDAMIENTO EQUIPOS PROCESOS DE INFORMACION,,,,8000,-3500,4500,3654.1
,C,920,21200,REP. MANT. Y CONSERVACION EDIFICIOS,,,,4000,0,4000,3570.11
,C,920,22000,ORDINARIO NO INVENTARIABLE,,,,35000,0,35000,19710.24
,C,920,22100,SUMINISTROS: ENERGÍA ELÉCTRICA,,,,100000,-50900,49100,43396.6
,C,920,22101,SUMINISTROS. AGUA,,,,10000,0,10000,6993.66
,C,920,22110,PRODUCTOS DE LIMPIEZA Y ASEO,,,,10000,-9900,100,0
,C,920,22200,SERVICIOS DE TELECOMUNICACIONES,,,,24000,0,24000,16807.34
,C,920,22201,POSTALES,,,,30000,0,30000,33911.07
,C,920,22400,SEGUROS DE RESPONSABILIDAD CIVIL,,,,90000,0,90000,88052.78
,C,920,22403,SEGUROS INMUEBLES MUNICIPALES,,,,51750,25665,77415,77648
,C,920,22404,SEGUROS ELEMENTOS DE TRANSPORTE,,,,20000,6750,26750,26750
,C,920,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,35000,0,35000,13539.97
,C,920,22604,"JURÍDICOS, CONTENCIOSOS",,,,100000,-10906.64,89093.36,54964.03
,C,920,22627,GASTOS MANTENIMIENTO VIVIENDAS MPALES,,,,50000,-15000,35000,52159.99
,C,920,22690,GASTOS DIVERSOS,,,,11150,0,11150,16255.2
,C,920,22712,T.R.O.E.P. PROGRAMAS DE FORMACION EMPLEADOS PUBLICOS,,,,0,47930,47930,15002.98
,C,920,22718,MANTENIMIENTO ASCENSORES,,,,2500,0,2500,1787.71
,C,920,22719,MANTENIMIENTO CLIMATIZACION,,,,7000,0,7000,3670.78
,C,920,22720,MANTENIMIENTO ALARMAS EDIFICIOS,,,,20000,7878.4,27878.4,27161.03
,C,920,23120,DEL PERSONAL NO DIRECTIVO,,,,1000,0,1000,280.42
,C,920,23300,OTRAS INDEMNIZACIONES,,,,30000,0,30000,23660.11
,C,920,62500,INVERSION NUEVA EN MOBILIARIO,,,,50000,-40000,10000,8662.33
,C,920,83000,PRESTAMOS C/P AL PERSONAL,,,,50000,0,50000,30200
,C,933,63210,ADAPTACION SALON PLENO A NUEVA LEGISL.ELECTORAL Y NUEV.TECN,,,,0,2048.17,2048.17,2048.17
,D,011,31000,INTERESES DE PRESTAMOS Y OTRAS OPER. FINANCIERAS EN EUROS,,,,150000,-51000,99000,60421.69
,D,011,35200,INTERESES DE DEMORA,,,,21000,100000,121000,116272.64
,D,011,35900,OTROS GASTOS FINANCIEROS,,,,25000,0,25000,2662.54
,D,011,91100,AMORTIZACION PRESTAMO IDAE.,,,,0,56133.36,56133.36,56133.36
,D,011,91106,AMORT DE PRÉSTAMOS A L/P REFINANCIACION FFPP,,,,2263000,2092543.39,4355543.39,4007869.04
,D,929,50000,FONDO DE CONTINGENCIA,,,,200000,0,200000,0
,D,931,12000,SUELDOS DEL GRUPO A1,,,,58000,0,58000,31276.12
,D,931,12004,SUELDOS DEL GRUPO C2,,,,24000,0,24000,10518.21
,D,931,12006,TRIENIOS,,,,13000,0,13000,16084.03
,D,931,12100,COMPLEMENTO DE DESTINO,,,,69000,0,69000,36389.92
,D,931,12101,COMPLEMENTO ESPECÍFICO,,,,167000,0,167000,105734.3
,D,931,13000,RETRIBUCIONES BÁSICAS,,,,152000,0,152000,158486.1
,D,931,13002,OTRAS REMUNERACIONES,,,,54000,0,54000,54395.56
,D,931,15000,PRODUCTIVIDAD,,,,43000,0,43000,44578.72
,D,931,16000,SEGURIDAD SOCIAL,,,,151000,0,151000,133180.7
,D,931,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1000,0,1000,1583.5
,D,931,16204,ACCIÓN SOCIAL,,,,1000,0,1000,2294.85
,D,931,16205,SEGUROS,,,,300,0,300,199.32
,D,931,16209,OTROS GASTOS SOCIALES,,,,180,0,180,171.85
,D,931,22661,GASTOS PLAZAS GARAJE.,,,,0,57730,57730,38782.35
,D,931,22690,GASTOS DIVERSOS,,,,5520,-5000,520,0
,D,931,22698,GASTOS RECONOCIMIENTO JUDICIAL DE CREDITOS,,,,100000,0,100000,0
,D,931,22699,GASTOS RECONOCIMIENTO EXTRAJUDICIAL DE CRÉDITOS,,,,200000,-199730,270,0
,D,931,22780,CONTRATO SERVICIO COLABORACION BANCARIA,,,,0,41742.24,41742.24,18300.3
,D,931,22781,CONVENIO COLABORACION RECAUDACION EJECUTIVA,,,,0,20000,20000,14974.47
,D,932,12000,SUELDOS DEL GRUPO A1,,,,14000,0,14000,15615.23
,D,932,12001,SUELDOS DEL GRUPO A2,,,,27000,0,27000,13724.54
,D,932,12004,SUELDOS DEL GRUPO C2,,,,41000,0,41000,19426.13
,D,932,12006,TRIENIOS,,,,11000,0,11000,9353.7
,D,932,12100,COMPLEMENTO DE DESTINO,,,,59000,0,59000,31822.9
,D,932,12101,COMPLEMENTO ESPECÍFICO,,,,89000,0,89000,36336.68
,D,932,13000,RETRIBUCIONES BÁSICAS,,,,86000,0,86000,120835.95
,D,932,13002,OTRAS REMUNERACIONES,,,,28000,0,28000,37741.68
,D,932,15000,PRODUCTIVIDAD,,,,27000,0,27000,32402.94
,D,932,15300,COMPLEMENTO DEDICACION ESPECIAL,,,,12000,0,12000,0
,D,932,16000,SEGURIDAD SOCIAL,,,,120000,0,120000,105838.92
,D,932,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,,,1000,0,1000,1303.26
,D,932,16204,ACCIÓN SOCIAL,,,,6000,0,6000,1938.8
,D,932,16205,SEGUROS,,,,1300,0,1300,863.66
,D,932,16209,OTROS GASTOS SOCIALES,,,,600,0,600,572.34
,D,932,22652,FOMENTO DEL TURISMO,,,,15000,0,15000,9998.2
,D,932,22752,PROGRAMAS DE PROMOCION TURISTICA,,,,15100,0,15100,15100
